,trap,ERRATICUS,PIPIENS,RESTUANS,SALINARIUS,TARSALIS,TERRITANS,PIPIENSRESTUANS,wnv,Date,Latitude,Longitude,Min_Station_Distance,Closest_Station,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Min_Spray_Distance,Spray,closest_spray_all
3911,T236,0,0,1,0,0,0,0,0,2013-07-19,41.995,-87.771,8.340585995760001,1,1,96,71,84.0,70,75.0,TS BR,0.0,0.58,29.1,29.83,13.3,25,14.0,,0,0.25470337076686883
3912,T900,0,1,7,0,0,0,8,3,2013-07-19,41.975,-87.891,2.5656765626199998,1,1,96,71,84.0,70,75.0,TS BR,0.0,0.58,29.1,29.83,13.3,25,14.0,,0,1.039452928190911
3913,T903,0,0,1,0,0,0,0,0,2013-07-19,41.958,-87.931,2.55572222126,1,1,96,71,84.0,70,75.0,TS BR,0.0,0.58,29.1,29.83,13.3,25,14.0,,0,3.2549794710180655
3914,T002,0,1,1,0,0,0,1,0,2013-07-25,41.955,-87.801,7.337331426919999,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,,0,0.1802629371261451
3915,T003,0,0,1,0,0,0,0,0,2013-07-25,41.964,-87.758,9.2625688351,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,0.95004016448,1,0.9676718196545845
3916,T003,0,0,1,0,0,0,0,0,2013-07-25,41.964,-87.758,9.2625688351,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,0.95004016448,1,0.9676718196545845
3917,T003,0,0,1,0,0,0,0,0,2013-07-25,41.964,-87.758,9.2625688351,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,0.95004016448,1,0.9676718196545845
3918,T003,0,0,1,0,0,0,0,0,2013-07-25,41.964,-87.758,9.2625688351,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,0.95004016448,1,0.9676718196545845
3919,T008,0,0,2,0,0,0,1,0,2013-07-25,42.008,-87.77799999999999,8.02966383335,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,,0,0.05404954273490426
3920,T009,0,0,2,0,0,0,1,0,2013-07-25,41.992,-87.863,3.6099846671,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,,0,1.1793649091763512
3921,T011,0,0,1,0,0,0,1,0,2013-07-25,41.945,-87.833,6.19970925636,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,,0,0.7633954582231183
3922,T012,0,0,2,0,0,0,1,0,2013-07-25,41.99100000000001,-87.74700000000001,9.58050614442,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,,0,0.9897066468699725
3923,T013,0,0,0,0,0,0,1,0,2013-07-25,41.924,-87.785,9.06300042138,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,,0,0.06973489297786471
3924,T017,0,0,1,0,0,0,1,0,2013-07-25,41.961000000000006,-87.777,8.369506598960001,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,,0,0.0676940379436207
3925,T018,0,0,1,0,0,0,1,0,2013-07-25,42.01,-87.662,13.989179614700001,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,,0,1.005732628005874
3926,T027,0,0,1,0,0,0,1,0,2013-07-25,41.985,-87.728,10.5778104713,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,1.17442644864,1,1.1827254334052897
3927,T028,0,0,1,0,0,0,1,0,2013-07-25,41.986999999999995,-87.69,12.5238370762,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,,0,0.045721240055445096
3928,T030,0,0,1,0,0,0,1,0,2013-07-25,41.898999999999994,-87.71700000000001,8.00523231883,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.2589106378975566
3929,T031,0,0,1,0,0,0,1,0,2013-07-25,41.801,-87.76299999999999,1.1808715949500002,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,1.6778774840264137
3930,T033,0,0,1,0,0,0,1,0,2013-07-25,41.907,-87.70100000000001,8.7558239145,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.7553397447005854
3931,T035,0,0,0,0,0,0,1,0,2013-07-25,41.763999999999996,-87.742,1.60381551639,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.48791200098692894
3932,T039,0,0,0,0,0,0,1,0,2013-07-25,41.912,-87.727,8.7911761884,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.7287229684103861
3933,T043,0,0,1,0,0,0,1,0,2013-07-25,41.857,-87.695,5.715766073099999,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,1.369345474124189
3934,T046,0,0,1,0,0,0,1,0,2013-07-25,41.891000000000005,-87.654,8.83720536293,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,2.276280873027733
3935,T047,0,0,0,0,0,0,1,0,2013-07-25,41.868,-87.696,6.35482790709,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.7198010308054855
3936,T048,0,0,1,0,0,0,1,0,2013-07-25,41.867,-87.654,7.53941661205,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,2.7460847568882163
3937,T049,0,0,1,0,0,0,1,0,2013-07-25,41.896,-87.655,9.09369521734,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,1.9653535412815655
3938,T054,0,0,2,0,0,0,1,1,2013-07-25,41.922,-87.632,11.2445071398,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,2.377939935135807
3939,T061,0,0,1,0,0,0,1,0,2013-07-25,41.801,-87.679,3.90978777708,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,1.320987038678769
3940,T062,0,0,1,0,0,0,0,0,2013-07-25,41.801,-87.712,2.31075505672,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,1.0540974743655334
3941,T063,0,0,0,0,0,0,1,0,2013-07-25,41.826,-87.727,3.0475395170599997,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,2.787835771045319
3942,T065,0,0,1,0,0,0,0,0,2013-07-25,41.778,-87.75200000000001,0.552120875441,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.5647227978131815
3943,T066,0,0,1,0,0,0,1,0,2013-07-25,41.772,-87.70299999999999,2.70941941157,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.062492891081133636
3944,T069,0,0,1,0,0,0,1,0,2013-07-25,41.768,-87.679,3.9705502978300005,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.8210434004577626
3945,T073,0,0,1,0,0,0,0,0,2013-07-25,41.773,-87.601,7.851848324189999,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,1.0200488298579926
3946,T074,0,0,1,0,0,1,1,0,2013-07-25,41.823,-87.666,5.1227228159400005,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,2.957974541401836
3947,T077,0,0,0,0,0,0,1,0,2013-07-25,41.778999999999996,-87.586,8.588495143,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,1.823830902959741
3948,T079,0,0,0,0,0,0,1,1,2013-07-25,41.766000000000005,-87.56299999999999,9.86105207766,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,2.093496458194432
3949,T080,0,0,1,0,0,0,1,0,2013-07-25,41.755,-87.613,7.493436130119999,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.1447609338850752
3950,T082,0,1,1,0,0,0,1,0,2013-07-25,41.803000000000004,-87.64299999999999,5.75041762845,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,2.8941700145755886
3951,T083,0,0,1,0,0,0,1,0,2013-07-25,41.754,-87.59100000000001,8.60641370505,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.7048440502221699
3952,T089,0,0,1,0,0,0,1,0,2013-07-25,41.723,-87.65,6.83301494426,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.04572552012646952
3953,T090,0,0,1,0,0,0,1,0,2013-07-25,41.868,-87.667,7.160977485539999,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,2.0910285212083344
3954,T094,0,0,1,0,0,0,1,0,2013-07-25,41.721000000000004,-87.666,6.314798485830001,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.16719317191679503
3955,T095,0,0,1,0,0,0,1,0,2013-07-25,41.70399999999999,-87.704,6.17912579176,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,2.389134637192586
3956,T099,0,0,1,0,0,0,0,0,2013-07-25,41.733999999999995,-87.556,10.745137344200002,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,1.6520711167330389
3957,T102,0,0,1,0,0,0,0,0,2013-07-25,41.75,-87.605,7.991190652110001,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.2626299594224432
3958,T114,0,0,1,0,0,0,1,0,2013-07-25,41.799,-87.73700000000001,1.18539239674,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.9349896039408432
3959,T115,0,0,2,0,0,0,1,0,2013-07-25,41.673,-87.6,11.071114382000001,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,2.886393518572813
3960,T128,0,0,1,0,0,0,1,0,2013-07-25,41.705,-87.566,11.120713435599999,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,1.5856047158739959
3961,T135,0,0,1,0,0,0,1,0,2013-07-25,41.662,-87.725,8.67089799476,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,4.939085299333966
3962,T138,0,0,1,0,0,0,0,0,2013-07-25,41.726000000000006,-87.585,9.57212732595,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.09251801092730132
3963,T145,0,0,0,0,0,0,1,0,2013-07-25,41.878,-87.63,8.942592190980001,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,3.729662224143462
3964,T147,0,0,1,0,0,0,1,0,2013-07-25,41.931999999999995,-87.7,10.427401011699999,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.029211235739921383
3965,T151,0,0,1,0,0,0,1,0,2013-07-25,41.916000000000004,-87.801,8.71615596247,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,,0,0.05889358442344134
3966,T152,0,0,1,0,0,0,0,0,2013-07-25,41.846000000000004,-87.71600000000001,4.53892972315,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,1.9164116402713152
3967,T155,0,0,1,0,0,0,1,0,2013-07-25,41.776,-87.779,1.5561560274700001,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,1.9598564665866531
3968,T158,0,0,1,0,0,0,1,0,2013-07-25,41.683,-87.708,7.46353448795,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,3.29976508524485
3969,T159,0,0,1,0,0,0,1,0,2013-07-25,41.733000000000004,-87.65,6.41565901265,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.02222924007655043
3970,T209,0,1,1,0,0,0,1,0,2013-07-25,41.74100000000001,-87.54700000000001,11.038499183299999,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,2.219263422593719
3971,T212,0,0,1,0,0,0,0,0,2013-07-25,41.681000000000004,-87.535,13.3548822572,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,3.8326847353285216
3972,T220,0,0,1,0,0,0,1,0,2013-07-25,41.964,-87.69200000000001,12.593985932999999,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,0.875671407329,1,0.8580655040980102
3973,T221,0,0,3,0,0,0,2,0,2013-07-25,41.659,-87.539,14.075075449000002,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,4.785639290818618
3974,T222,0,0,1,0,0,0,0,0,2013-07-25,41.925,-87.74600000000001,9.598217407469999,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.8093091410554272
3975,T223,0,0,0,0,0,0,1,0,2013-07-25,41.974,-87.805,6.74864948451,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,,0,0.012392934824875716
3976,T224,0,0,1,0,0,0,1,0,2013-07-25,41.946999999999996,-87.671,11.8713452195,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.4362358168832101
3977,T225,0,1,1,0,0,0,1,0,2013-07-25,41.743,-87.73100000000001,3.15979247731,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,1.376042888120292
3978,T226,0,0,1,0,0,0,1,0,2013-07-25,41.794,-87.654,5.09172232864,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,2.1801486740809057
3979,T227,0,0,1,0,0,0,1,0,2013-07-25,41.728,-87.601,8.76994638918,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.06468591017424834
3980,T228,0,0,0,0,0,0,1,0,2013-07-25,41.952,-87.725,11.1159900578,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,0.0,1,0.0013661799605086532
3981,T228,0,0,0,0,0,0,1,0,2013-07-25,41.952,-87.725,11.1159900578,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,0.0,1,0.0013661799605086532
3982,T228,0,0,0,0,0,0,1,0,2013-07-25,41.952,-87.725,11.1159900578,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,0.0,1,0.0013661799605086532
3983,T228,0,0,0,0,0,0,1,0,2013-07-25,41.952,-87.725,11.1159900578,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,0.0,1,0.0013661799605086532
3984,T228,0,0,0,0,0,0,1,0,2013-07-25,41.952,-87.725,11.1159900578,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,0.0,1,0.0013661799605086532
3985,T230,0,0,1,0,0,1,1,0,2013-07-25,41.903999999999996,-87.756,8.146488234660001,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.01952944792932828
3986,T231,0,0,0,0,0,0,1,0,2013-07-25,41.986999999999995,-87.666,13.7584619795,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,,0,0.08596116133359662
3987,T232,0,0,1,0,0,0,1,0,2013-07-25,41.913000000000004,-87.66799999999999,9.77825219675,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.6545980011463854
3988,T233,0,0,1,0,0,0,1,0,2013-07-25,42.01,-87.807,6.568459248530001,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,,0,0.011149497591026476
3989,T235,0,0,0,0,0,0,1,0,2013-07-25,41.776,-87.62700000000001,6.493929114,2,2,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,,0,0.8598576163418831
3990,T236,0,0,0,0,0,0,1,0,2013-07-25,41.995,-87.771,8.340585995760001,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,,0,0.25470337076686883
3991,T900,0,2,11,0,0,0,7,0,2013-07-25,41.975,-87.891,2.5656765626199998,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,,0,1.039452928190911
3992,T903,0,0,1,0,0,0,1,0,2013-07-25,41.958,-87.931,2.55572222126,1,1,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,,0,3.2549794710180655
3993,T002,0,1,1,0,0,0,1,0,2013-08-01,41.955,-87.801,7.337331426919999,1,1,81,61,71.0,57,62.0, ,0.0,0.0,29.23,29.95,7.6,30,7.8,,0,0.1802629371261451
3994,T003,0,1,1,0,0,0,1,1,2013-08-01,41.964,-87.758,9.2625688351,1,1,81,61,71.0,57,62.0, ,0.0,0.0,29.23,29.95,7.6,30,7.8,,0,0.9676718196545845
3995,T008,0,1,1,0,0,0,3,0,2013-08-01,42.008,-87.77799999999999,8.02966383335,1,1,81,61,71.0,57,62.0, ,0.0,0.0,29.23,29.95,7.6,30,7.8,,0,0.05404954273490426
3996,T009,0,0,1,0,0,0,1,0,2013-08-01,41.992,-87.863,3.6099846671,1,1,81,61,71.0,57,62.0, ,0.0,0.0,29.23,29.95,7.6,30,7.8,,0,1.1793649091763512
3997,T011,0,0,0,0,0,0,1,0,2013-08-01,41.945,-87.833,6.19970925636,1,1,81,61,71.0,57,62.0, ,0.0,0.0,29.23,29.95,7.6,30,7.8,,0,0.7633954582231183
3998,T012,0,1,1,0,0,0,2,0,2013-08-01,41.99100000000001,-87.74700000000001,9.58050614442,1,1,81,61,71.0,57,62.0, ,0.0,0.0,29.23,29.95,7.6,30,7.8,,0,0.9897066468699725
3999,T013,0,1,1,0,0,0,1,1,2013-08-01,41.924,-87.785,9.06300042138,1,1,81,61,71.0,57,62.0, ,0.0,0.0,29.23,29.95,7.6,30,7.8,,0,0.06973489297786471
4000,T017,0,0,1,0,0,0,1,0,2013-08-01,41.961000000000006,-87.777,8.369506598960001,1,1,81,61,71.0,57,62.0, ,0.0,0.0,29.23,29.95,7.6,30,7.8,,0,0.0676940379436207
4001,T027,0,0,1,0,0,0,1,0,2013-08-01,41.985,-87.728,10.5778104713,1,1,81,61,71.0,57,62.0, ,0.0,0.0,29.23,29.95,7.6,30,7.8,,0,1.1827254334052897
4002,T028,0,1,1,0,0,0,1,0,2013-08-01,41.986999999999995,-87.69,12.5238370762,1,1,81,61,71.0,57,62.0, ,0.0,0.0,29.23,29.95,7.6,30,7.8,,0,0.045721240055445096
4003,T030,0,0,1,0,0,0,1,1,2013-08-01,41.898999999999994,-87.71700000000001,8.00523231883,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,0.2589106378975566
4004,T031,0,0,1,0,0,0,1,0,2013-08-01,41.801,-87.76299999999999,1.1808715949500002,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,1.6778774840264137
4005,T033,0,0,1,0,0,0,1,0,2013-08-01,41.907,-87.70100000000001,8.7558239145,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,0.7553397447005854
4006,T035,0,0,1,0,0,0,1,0,2013-08-01,41.763999999999996,-87.742,1.60381551639,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,0.48791200098692894
4007,T039,0,0,1,0,0,0,1,0,2013-08-01,41.912,-87.727,8.7911761884,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,0.7287229684103861
4008,T043,0,0,0,0,0,0,1,0,2013-08-01,41.857,-87.695,5.715766073099999,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,1.369345474124189
4009,T046,0,0,1,0,0,0,1,0,2013-08-01,41.891000000000005,-87.654,8.83720536293,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,2.276280873027733
4010,T047,0,1,0,0,0,0,0,0,2013-08-01,41.868,-87.696,6.35482790709,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,0.7198010308054855
4011,T048,0,1,1,0,0,0,1,0,2013-08-01,41.867,-87.654,7.53941661205,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,2.7460847568882163
4012,T049,0,0,0,0,0,0,1,0,2013-08-01,41.896,-87.655,9.09369521734,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,1.9653535412815655
4013,T054,0,0,1,0,0,0,1,0,2013-08-01,41.922,-87.632,11.2445071398,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,2.377939935135807
4014,T061,0,0,1,0,0,0,1,0,2013-08-01,41.801,-87.679,3.90978777708,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,1.320987038678769
4015,T062,0,0,0,0,0,0,1,0,2013-08-01,41.801,-87.712,2.31075505672,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,1.0540974743655334
4016,T063,0,0,0,0,0,1,1,0,2013-08-01,41.826,-87.727,3.0475395170599997,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,2.787835771045319
4017,T065,0,0,1,0,0,0,1,0,2013-08-01,41.778,-87.75200000000001,0.552120875441,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,0.5647227978131815
4018,T066,0,1,0,0,0,0,1,0,2013-08-01,41.772,-87.70299999999999,2.70941941157,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,0.062492891081133636
4019,T069,0,0,1,0,0,0,1,0,2013-08-01,41.768,-87.679,3.9705502978300005,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,0.8210434004577626
4020,T073,0,0,1,0,0,0,1,0,2013-08-01,41.773,-87.601,7.851848324189999,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,1.0200488298579926
4021,T074,0,0,1,0,0,0,1,0,2013-08-01,41.823,-87.666,5.1227228159400005,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,2.957974541401836
4022,T077,0,0,0,0,0,0,1,0,2013-08-01,41.778999999999996,-87.586,8.588495143,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,1.823830902959741
4023,T079,0,0,0,0,0,0,1,0,2013-08-01,41.766000000000005,-87.56299999999999,9.86105207766,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,2.093496458194432
4024,T082,0,0,1,0,0,0,1,0,2013-08-01,41.803000000000004,-87.64299999999999,5.75041762845,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,2.8941700145755886
4025,T083,0,1,0,0,0,0,1,0,2013-08-01,41.754,-87.59100000000001,8.60641370505,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,0.7048440502221699
4026,T089,0,1,0,0,0,0,1,0,2013-08-01,41.723,-87.65,6.83301494426,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,0.04572552012646952
4027,T090,0,1,1,0,0,0,1,0,2013-08-01,41.868,-87.667,7.160977485539999,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,2.0910285212083344
4028,T094,0,1,0,0,0,0,0,1,2013-08-01,41.721000000000004,-87.666,6.314798485830001,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,0.16719317191679503
4029,T095,0,1,1,0,0,0,0,0,2013-08-01,41.70399999999999,-87.704,6.17912579176,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,2.389134637192586
4030,T099,0,0,1,0,0,0,0,0,2013-08-01,41.733999999999995,-87.556,10.745137344200002,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,1.6520711167330389
4031,T102,0,0,1,0,0,0,1,0,2013-08-01,41.75,-87.605,7.991190652110001,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,0.2626299594224432
4032,T114,0,1,1,0,0,0,1,0,2013-08-01,41.799,-87.73700000000001,1.18539239674,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,0.9349896039408432
4033,T115,0,1,0,0,0,0,1,0,2013-08-01,41.673,-87.6,11.071114382000001,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,2.886393518572813
4034,T128,0,1,1,0,0,0,1,0,2013-08-01,41.705,-87.566,11.120713435599999,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,1.5856047158739959
4035,T135,0,1,1,0,0,0,1,0,2013-08-01,41.662,-87.725,8.67089799476,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,4.939085299333966
4036,T138,0,0,1,0,0,0,0,0,2013-08-01,41.726000000000006,-87.585,9.57212732595,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,0.09251801092730132
4037,T145,0,0,1,0,0,0,1,0,2013-08-01,41.878,-87.63,8.942592190980001,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,3.729662224143462
4038,T147,0,1,1,0,0,0,1,3,2013-08-01,41.931999999999995,-87.7,10.427401011699999,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,0.029211235739921383
4039,T151,0,1,1,0,0,0,2,0,2013-08-01,41.916000000000004,-87.801,8.71615596247,1,1,81,61,71.0,57,62.0, ,0.0,0.0,29.23,29.95,7.6,30,7.8,,0,0.05889358442344134
4040,T152,0,0,0,0,0,0,2,0,2013-08-01,41.846000000000004,-87.71600000000001,4.53892972315,2,2,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,,0,1.9164116402713152
