,Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Lat,Long
2236,1,2013-05-15,84,60,72.0,49,59.0, ,0.0,0.0,29.07,29.77,3.2,28,8.4,41.995,-87.933
2237,2,2013-05-15,83,62,73.0,47,58.0, ,0.0,0.01,29.14,29.76,2.3,24,9.5,41.786,-87.752
2238,1,2013-05-16,83,53,68.0,46,56.0, ,0.0,0.0,29.2,29.89,4.1,7,5.0,41.995,-87.933
2239,2,2013-05-16,81,57,69.0,44,56.0, ,0.0,0.0,29.26,29.89,4.0,7,5.3,41.786,-87.752
2240,1,2013-05-17,70,55,63.0,46,53.0, ,0.0,0.01,29.29,30.0,6.1,4,6.8,41.995,-87.933
2241,2,2013-05-17,73,58,66.0,47,55.0, ,0.0,0.01,29.36,29.99,4.5,6,6.1,41.786,-87.752
2242,1,2013-05-18,80,56,68.0,56,61.0, ,0.0,0.0,29.26,29.99,5.3,12,6.5,41.995,-87.933
2243,2,2013-05-18,79,59,69.0,55,61.0,BR HZ,0.0,0.0,29.33,29.99,6.3,10,7.0,41.786,-87.752
2244,1,2013-05-19,86,58,72.0,61,66.0,BR HZ,0.0,0.0,29.12,29.85,6.2,14,7.6,41.995,-87.933
2245,2,2013-05-19,87,62,75.0,60,66.0,HZ,0.0,0.0,29.18,29.85,7.1,15,8.1,41.786,-87.752
2246,1,2013-05-20,89,65,77.0,60,67.0,TSRA RA BR,0.0,1.09,29.03,29.73,12.6,22,13.7,41.995,-87.933
2247,2,2013-05-20,92,65,79.0,59,67.0,TS TSRA BR,0.0,1.25,29.1,29.73,13.6,20,14.4,41.786,-87.752
2248,1,2013-05-21,81,64,73.0,63,66.0,RA BR,0.0,0.56,28.96,29.67,11.2,20,12.1,41.995,-87.933
2249,2,2013-05-21,82,65,74.0,62,66.0,TSRA RA,0.0,0.2,29.03,29.68,12.4,20,12.8,41.786,-87.752
2250,1,2013-05-22,73,52,63.0,60,63.0,TS RA BR,0.0,1.35,28.97,29.66,4.5,25,7.4,41.995,-87.933
2251,2,2013-05-22,73,56,65.0,59,62.0,RA BR,0.0,0.65,29.03,29.66,6.4,23,9.3,41.786,-87.752
2252,1,2013-05-23,54,42,48.0,43,46.0,RA BR,0.0,0.06,29.38,30.05,14.5,2,14.8,41.995,-87.933
2253,2,2013-05-23,56,43,50.0,40,45.0,RA BR,0.0,0.12,29.44,30.05,17.9,36,18.1,41.786,-87.752
2254,1,2013-05-24,57,41,49.0,34,42.0, ,0.0,0.0,29.62,30.35,7.5,4,8.1,41.995,-87.933
2255,2,2013-05-24,57,42,50.0,33,42.0, ,0.0,0.0,29.7,30.36,8.1,3,9.0,41.786,-87.752
2256,1,2013-05-25,57,44,51.0,37,44.0, ,0.0,0.0,29.59,30.34,4.7,5,5.1,41.995,-87.933
2257,2,2013-05-25,57,46,52.0,36,44.0, ,0.0,0.0,29.67,30.35,3.3,6,3.7,41.786,-87.752
2258,1,2013-05-26,68,44,56.0,44,50.0,RA,0.0,0.02,29.47,30.22,5.5,9,7.4,41.995,-87.933
2259,2,2013-05-26,67,46,57.0,43,50.0,RA,0.0,0.01,29.54,30.23,4.0,9,5.7,41.786,-87.752
2260,1,2013-05-27,62,53,58.0,53,55.0,TSRA DZ BR HZ,0.0,0.23,29.21,29.97,8.5,9,9.1,41.995,-87.933
2261,2,2013-05-27,65,56,61.0,54,57.0,TSRA RA BR,0.0,0.19,29.28,29.97,7.5,10,8.3,41.786,-87.752
2262,1,2013-05-28,76,56,66.0,64,66.0,TSRA RA BR,0.0,0.2,29.06,29.78,8.7,21,10.2,41.995,-87.933
2263,2,2013-05-28,76,59,68.0,63,65.0,TSRA RA BR,0.0,2.2,29.13,29.79,9.5,19,10.3,41.786,-87.752
2264,1,2013-05-29,84,64,74.0,64,67.0, ,0.0,0.01,29.16,29.88,7.3,20,8.7,41.995,-87.933
2265,2,2013-05-29,85,65,75.0,62,67.0,RA,0.0,0.02,29.23,29.88,7.9,20,9.2,41.786,-87.752
2266,1,2013-05-30,83,64,74.0,66,69.0,TSRA RA,0.0,0.51,29.13,29.85,13.4,19,14.6,41.995,-87.933
2267,2,2013-05-30,84,65,75.0,64,68.0,RA,0.0,0.09,29.22,29.85,12.9,18,13.9,41.786,-87.752
2268,1,2013-05-31,77,64,71.0,65,67.0,RA BR,0.0,0.3,29.05,29.79,11.7,20,12.1,41.995,-87.933
2269,2,2013-05-31,78,65,72.0,64,67.0,TSRA RA BR,0.0,0.23,29.13,29.79,12.4,19,12.7,41.786,-87.752
2270,1,2013-06-01,76,63,70.0,62,64.0,RA BR,0.0,0.56,28.98,29.69,13.1,22,13.0,41.995,-87.933
2271,2,2013-06-01,76,63,70.0,61,64.0, ,0.0,0.44,29.05,29.69,11.9,21,11.9,41.786,-87.752
2272,1,2013-06-02,63,43,53.0,50,51.0,RA DZ BR,0.0,0.01,29.24,29.93,1.8,5,6.2,41.995,-87.933
2273,2,2013-06-02,63,47,55.0,48,51.0,DZ BR HZ,0.0,0.01,29.31,29.93,2.8,4,7.7,41.786,-87.752
2274,1,2013-06-03,68,43,56.0,43,50.0, ,0.0,0.0,29.34,30.06,3.7,12,4.8,41.995,-87.933
2275,2,2013-06-03,68,43,56.0,40,49.0, ,0.0,0.0,29.41,30.07,2.6,9,4.0,41.786,-87.752
2276,1,2013-06-04,72,50,61.0,45,52.0, ,0.0,0.0,29.39,30.11,5.3,7,6.1,41.995,-87.933
2277,2,2013-06-04,72,50,61.0,44,52.0, ,0.0,0.0,29.46,30.12,5.6,7,6.9,41.786,-87.752
2278,1,2013-06-05,73,54,64.0,49,54.0,RA,0.0,0.01,29.24,30.0,6.8,5,8.2,41.995,-87.933
2279,2,2013-06-05,76,56,66.0,46,55.0,RA,0.0,0.01,29.33,29.99,6.1,6,8.3,41.786,-87.752
2280,1,2013-06-06,64,52,58.0,50,53.0,RA,0.0,0.15,29.18,29.91,8.9,3,9.1,41.995,-87.933
2281,2,2013-06-06,65,54,60.0,48,53.0,RA,0.0,0.06,29.23,29.9,9.0,3,9.6,41.786,-87.752
2282,1,2013-06-07,68,52,60.0,45,52.0, ,0.0,0.01,29.2,29.92,9.5,3,9.9,41.995,-87.933
2283,2,2013-06-07,68,54,61.0,44,52.0, ,0.0,0.0,29.26,29.92,8.8,2,9.2,41.786,-87.752
2284,1,2013-06-08,74,49,62.0,43,53.0, ,0.0,0.0,29.25,29.96,4.7,7,5.4,41.995,-87.933
2285,2,2013-06-08,74,50,62.0,42,53.0, ,0.0,0.0,29.31,29.96,4.7,6,5.6,41.786,-87.752
2286,1,2013-06-09,80,55,68.0,55,61.0,RA,0.0,0.01,29.15,29.88,6.0,15,8.9,41.995,-87.933
2287,2,2013-06-09,83,58,71.0,53,61.0,RA,0.0,0.01,29.22,29.88,7.1,15,8.4,41.786,-87.752
2288,1,2013-06-10,76,60,68.0,63,65.0,TSRA RA BR HZ,0.0,0.26,29.08,29.79,2.7,4,4.3,41.995,-87.933
2289,2,2013-06-10,75,61,68.0,61,64.0,RA BR HZ VCFG,0.0,0.85,29.14,29.78,2.0,7,4.4,41.786,-87.752
2290,1,2013-06-11,83,60,72.0,62,67.0,RA BR,0.0,0.01,29.13,29.85,3.2,25,4.5,41.995,-87.933
2291,2,2013-06-11,84,60,72.0,61,66.0,RA FG+ BR,0.0,0.24,29.21,29.85,2.5,23,4.1,41.786,-87.752
2292,1,2013-06-12,86,63,75.0,64,67.0,TS TSRA BR,0.0,0.75,29.0,29.74,3.1,8,8.0,41.995,-87.933
2293,2,2013-06-12,87,64,76.0,64,67.0,TSRA RA BR HZ,0.0,0.25,29.08,29.74,2.9,5,5.8,41.786,-87.752
2294,1,2013-06-13,73,58,66.0,54,59.0,BR,0.0,0.0,29.23,29.92,11.7,3,12.2,41.995,-87.933
2295,2,2013-06-13,72,59,66.0,53,59.0,BR,0.0,0.0,29.29,29.91,12.6,1,13.2,41.786,-87.752
2296,1,2013-06-14,78,56,67.0,51,57.0, ,0.0,0.0,29.34,30.05,6.6,6,7.9,41.995,-87.933
2297,2,2013-06-14,76,57,67.0,50,57.0, ,0.0,0.0,29.4,30.04,6.0,5,7.8,41.786,-87.752
2298,1,2013-06-15,80,58,69.0,62,65.0,RA BR,0.0,0.17,29.21,29.95,5.6,21,7.7,41.995,-87.933
2299,2,2013-06-15,81,61,71.0,60,64.0,TS RA,0.0,0.12,29.28,29.95,5.6,21,7.2,41.786,-87.752
2300,1,2013-06-16,86,69,78.0,62,67.0, ,0.0,0.0,29.16,29.88,8.3,27,9.2,41.995,-87.933
2301,2,2013-06-16,83,69,76.0,62,67.0, ,0.0,0.0,29.23,29.87,8.6,24,9.5,41.786,-87.752
2302,1,2013-06-17,88,59,74.0,55,63.0, ,0.0,0.03,29.18,29.89,3.9,29,8.1,41.995,-87.933
2303,2,2013-06-17,88,62,75.0,56,64.0,TSRA,0.0,0.1,29.24,29.88,3.7,28,8.4,41.786,-87.752
2304,1,2013-06-18,71,56,64.0,52,56.0,BR,0.0,0.0,29.31,30.01,11.4,3,11.6,41.995,-87.933
2305,2,2013-06-18,70,57,64.0,52,57.0,RA BR HZ,0.0,0.01,29.36,30.0,12.1,2,12.4,41.786,-87.752
2306,1,2013-06-19,75,53,64.0,46,55.0, ,0.0,0.0,29.39,30.1,5.9,8,6.9,41.995,-87.933
2307,2,2013-06-19,75,57,66.0,46,56.0, ,0.0,0.0,29.44,30.09,6.4,7,7.2,41.786,-87.752
2308,1,2013-06-20,86,56,71.0,58,64.0, ,0.0,0.0,29.38,30.1,5.1,12,5.9,41.995,-87.933
2309,2,2013-06-20,86,62,74.0,57,64.0, ,0.0,0.0,29.45,30.1,6.0,11,7.2,41.786,-87.752
2310,1,2013-06-21,82,68,75.0,65,68.0,RA BR,0.01,0.79,29.34,30.04,7.4,19,9.5,41.995,-87.933
2311,2,2013-06-21,85,70,78.0,63,67.0,TSRA,0.0,0.11,29.39,30.04,7.6,19,9.6,41.786,-87.752
2312,1,2013-06-22,80,67,74.0,67,69.0,RA,0.0,0.04,29.3,30.01,3.1,22,8.4,41.995,-87.933
2313,2,2013-06-22,83,70,77.0,65,69.0, ,0.0,0.0,29.37,30.0,4.8,20,7.8,41.786,-87.752
2314,1,2013-06-23,87,66,77.0,68,71.0,RA,0.0,0.84,29.26,29.97,10.7,20,11.5,41.995,-87.933
2315,2,2013-06-23,89,69,79.0,66,70.0,TSRA,0.0,0.01,29.34,29.97,9.3,20,9.5,41.786,-87.752
2316,1,2013-06-24,89,67,78.0,67,69.0,BR,0.0,0.18,29.25,29.95,8.9,23,10.0,41.995,-87.933
2317,2,2013-06-24,86,68,77.0,65,69.0,HZ,0.0,0.14,29.3,29.96,10.5,21,11.0,41.786,-87.752
2318,1,2013-06-25,85,67,76.0,69,71.0,TSRA,0.0,0.03,29.13,29.86,4.5,19,6.9,41.995,-87.933
2319,2,2013-06-25,87,70,79.0,67,71.0,RA,0.0,0.01,29.21,29.85,5.2,21,8.6,41.786,-87.752
2320,1,2013-06-26,80,66,73.0,67,68.0,TSRA RA BR,0.0,1.48,29.05,29.76,2.2,16,7.4,41.995,-87.933
2321,2,2013-06-26,81,68,75.0,65,68.0,TS RA,0.0,0.19,29.11,29.75,2.6,18,9.0,41.786,-87.752
2322,1,2013-06-27,90,64,77.0,67,70.0,BR,0.01,0.92,29.01,29.73,7.2,29,7.2,41.995,-87.933
2323,2,2013-06-27,91,66,79.0,65,69.0,BR HZ,0.0,0.59,29.08,29.71,6.1,29,6.8,41.786,-87.752
2324,1,2013-06-28,83,67,75.0,61,66.0,RA,0.0,0.01,28.91,29.63,10.5,31,10.9,41.995,-87.933
2325,2,2013-06-28,83,68,76.0,60,65.0,RA,0.0,0.16,28.97,29.62,9.0,29,9.8,41.786,-87.752
2326,1,2013-06-29,72,64,68.0,59,62.0,BR,0.0,0.0,28.97,29.66,12.0,2,12.3,41.995,-87.933
2327,2,2013-06-29,72,64,68.0,59,62.0,RA,0.0,0.01,29.03,29.65,11.7,1,12.0,41.786,-87.752
2328,1,2013-06-30,77,62,70.0,52,59.0, ,0.0,0.0,29.2,29.88,13.8,2,13.9,41.995,-87.933
2329,2,2013-06-30,76,64,70.0,52,60.0, ,0.0,0.0,29.25,29.86,14.0,1,14.2,41.786,-87.752
2330,1,2013-07-01,75,59,67.0,51,58.0, ,0.0,0.0,29.31,30.03,12.6,3,12.3,41.995,-87.933
2331,2,2013-07-01,75,61,68.0,50,58.0, ,0.0,0.0,29.37,30.01,13.8,3,13.6,41.786,-87.752
2332,1,2013-07-02,68,60,64.0,52,57.0, ,0.0,0.01,29.33,30.05,11.0,3,11.2,41.995,-87.933
2333,2,2013-07-02,68,62,65.0,53,58.0,RA,0.0,0.01,29.39,30.04,12.0,3,12.3,41.786,-87.752
2334,1,2013-07-03,72,59,66.0,60,62.0,DZ BR HZ,0.0,0.02,29.32,30.04,2.2,2,5.3,41.995,-87.933
2335,2,2013-07-03,74,62,68.0,60,62.0,TSRA RA,0.0,0.07,29.38,30.03,0.5,36,4.2,41.786,-87.752
2336,1,2013-07-04,83,56,70.0,61,64.0,BR,0.0,0.0,29.34,30.05,4.4,20,5.1,41.995,-87.933
2337,2,2013-07-04,83,61,72.0,59,65.0,BR HZ,0.0,0.0,29.41,30.05,7.3,19,7.7,41.786,-87.752
2338,1,2013-07-05,86,60,73.0,61,66.0, ,0.0,0.0,29.33,30.04,3.7,19,4.8,41.995,-87.933
2339,2,2013-07-05,87,63,75.0,60,66.0, ,0.0,0.0,29.39,30.03,5.1,20,5.9,41.786,-87.752
2340,1,2013-07-06,83,65,74.0,65,68.0, ,0.0,0.0,29.29,30.01,4.1,19,4.5,41.995,-87.933
2341,2,2013-07-06,82,71,77.0,63,68.0, ,0.0,0.0,29.36,30.0,5.4,19,5.9,41.786,-87.752
2342,1,2013-07-07,88,70,79.0,67,71.0, ,0.0,0.0,29.26,29.97,6.6,21,6.8,41.995,-87.933
2343,2,2013-07-07,89,70,80.0,66,71.0, ,0.0,0.0,29.33,29.96,8.0,21,8.2,41.786,-87.752
2344,1,2013-07-08,86,70,78.0,71,74.0,TSRA RA BR,0.0,0.5,29.24,29.95,7.8,23,8.4,41.995,-87.933
2345,2,2013-07-08,87,71,79.0,70,72.0,RA BR,0.0,0.84,29.31,29.95,10.0,22,10.5,41.786,-87.752
2346,1,2013-07-09,85,73,79.0,74,75.0,BR,0.0,0.01,29.19,29.91,6.9,23,7.3,41.995,-87.933
2347,2,2013-07-09,85,75,80.0,72,75.0,RA BR HZ,0.0,0.01,29.26,29.91,8.9,23,9.3,41.786,-87.752
2348,1,2013-07-10,85,66,76.0,65,70.0, ,0.0,0.0,29.2,29.89,6.0,34,8.3,41.995,-87.933
2349,2,2013-07-10,87,66,77.0,65,69.0, ,0.0,0.0,29.26,29.88,3.7,3,8.0,41.786,-87.752
2350,1,2013-07-11,81,64,73.0,54,62.0, ,0.0,0.0,29.36,30.06,6.5,3,7.4,41.995,-87.933
2351,2,2013-07-11,80,63,72.0,52,61.0, ,0.0,0.0,29.42,30.05,6.3,3,7.5,41.786,-87.752
2352,1,2013-07-12,83,58,71.0,53,61.0, ,0.0,0.0,29.38,30.1,4.0,8,4.8,41.995,-87.933
2353,2,2013-07-12,82,60,71.0,54,62.0, ,0.0,0.0,29.44,30.09,4.1,8,5.4,41.786,-87.752
2354,1,2013-07-13,84,62,73.0,59,65.0, ,0.0,0.0,29.41,30.12,6.8,9,7.5,41.995,-87.933
2355,2,2013-07-13,83,67,75.0,58,65.0, ,0.0,0.0,29.47,30.11,6.4,9,7.1,41.786,-87.752
2356,1,2013-07-14,88,72,80.0,66,71.0, ,0.0,0.0,29.47,30.17,6.7,9,7.6,41.995,-87.933
2357,2,2013-07-14,88,73,81.0,66,70.0, ,0.0,0.0,29.52,30.16,8.2,8,8.5,41.786,-87.752
2358,1,2013-07-15,89,71,80.0,71,74.0, ,0.0,0.09,29.52,30.23,4.3,8,5.1,41.995,-87.933
2359,2,2013-07-15,91,75,83.0,71,74.0, ,0.0,0.02,29.57,30.21,5.0,8,6.2,41.786,-87.752
2360,1,2013-07-16,92,73,83.0,72,75.0, ,0.0,0.0,29.54,30.25,6.4,23,6.8,41.995,-87.933
2361,2,2013-07-16,93,77,85.0,70,75.0, ,0.0,0.01,29.61,30.24,6.8,22,7.3,41.786,-87.752
2362,1,2013-07-17,94,76,85.0,72,76.0, ,0.0,0.0,29.51,30.23,6.7,26,6.9,41.995,-87.933
2363,2,2013-07-17,95,77,86.0,70,75.0, ,0.0,0.0,29.57,30.21,6.2,25,7.1,41.786,-87.752
2364,1,2013-07-18,95,77,86.0,72,76.0, ,0.0,0.01,29.31,30.05,7.2,24,8.1,41.995,-87.933
2365,2,2013-07-18,96,79,88.0,71,76.0,TS,0.0,0.0,29.38,30.04,8.8,23,9.4,41.786,-87.752
2366,1,2013-07-19,96,71,84.0,70,75.0,TS BR,0.0,0.58,29.1,29.83,13.3,25,14.0,41.995,-87.933
2367,2,2013-07-19,97,75,86.0,69,75.0,TS,0.0,0.01,29.17,29.82,13.4,24,13.9,41.786,-87.752
2368,1,2013-07-20,89,71,80.0,64,69.0, ,0.0,0.06,29.17,29.86,4.8,1,7.5,41.995,-87.933
2369,2,2013-07-20,88,72,80.0,63,69.0,RA,0.0,0.01,29.23,29.85,3.8,3,7.2,41.786,-87.752
2370,1,2013-07-21,88,68,78.0,65,69.0, ,0.0,0.01,29.18,29.89,2.8,7,6.7,41.995,-87.933
2371,2,2013-07-21,89,72,81.0,63,69.0, ,0.0,0.0,29.24,29.88,2.9,11,7.9,41.786,-87.752
2372,1,2013-07-22,87,71,79.0,66,71.0,TSRA RA,0.0,0.01,29.07,29.78,4.9,24,7.4,41.995,-87.933
2373,2,2013-07-22,90,72,81.0,64,70.0,TSRA,0.0,0.01,29.14,29.77,5.2,21,7.4,41.786,-87.752
2374,1,2013-07-23,78,63,71.0,60,64.0, ,0.0,0.03,29.15,29.83,8.8,2,11.0,41.995,-87.933
2375,2,2013-07-23,80,65,73.0,58,64.0, ,0.0,0.0,29.21,29.81,7.3,1,11.4,41.786,-87.752
2376,1,2013-07-24,72,60,66.0,51,58.0, ,0.0,0.0,29.31,30.01,7.8,5,8.1,41.995,-87.933
2377,2,2013-07-24,73,62,68.0,48,57.0, ,0.0,0.0,29.38,30.01,10.1,5,10.5,41.786,-87.752
2378,1,2013-07-25,81,57,69.0,54,61.0, ,0.0,0.0,29.33,30.05,4.1,23,5.1,41.995,-87.933
2379,2,2013-07-25,81,58,70.0,52,60.0, ,0.0,0.0,29.39,30.05,2.7,23,3.9,41.786,-87.752
2380,1,2013-07-26,70,62,66.0,61,63.0,RA BR,0.0,0.39,29.21,29.94,7.6,22,8.5,41.995,-87.933
2381,2,2013-07-26,74,65,70.0,58,62.0,RA,0.0,0.01,29.28,29.94,9.3,21,10.2,41.786,-87.752
2382,1,2013-07-27,65,55,60.0,51,56.0, ,0.0,0.0,29.17,29.9,9.0,30,10.6,41.995,-87.933
2383,2,2013-07-27,68,57,63.0,49,55.0, ,0.0,0.0,29.23,29.89,10.3,30,11.3,41.786,-87.752
2384,1,2013-07-28,69,54,62.0,50,55.0,RA,0.0,0.01,29.23,29.93,8.7,28,9.1,41.995,-87.933
2385,2,2013-07-28,71,55,63.0,47,54.0,RA,0.0,0.01,29.3,29.94,9.5,26,9.8,41.786,-87.752
2386,1,2013-07-29,76,57,67.0,55,59.0, ,0.0,0.0,29.41,30.11,2.0,1,7.0,41.995,-87.933
2387,2,2013-07-29,76,58,67.0,53,59.0, ,0.0,0.0,29.47,30.1,2.3,2,7.7,41.786,-87.752
2388,1,2013-07-30,74,57,66.0,59,62.0,RA,0.0,0.04,29.39,30.12,4.2,16,4.7,41.995,-87.933
2389,2,2013-07-30,74,61,68.0,56,61.0,RA,0.0,0.01,29.46,30.12,5.5,16,6.0,41.786,-87.752
2390,1,2013-07-31,75,62,69.0,64,65.0,RA DZ BR,0.0,0.5,29.26,30.0,2.2,32,4.4,41.995,-87.933
2391,2,2013-07-31,75,64,70.0,63,65.0,RA DZ BR HZ,0.0,0.18,29.33,29.99,2.5,30,4.2,41.786,-87.752
2392,1,2013-08-01,81,61,71.0,57,62.0, ,0.0,0.0,29.23,29.95,7.6,30,7.8,41.995,-87.933
2393,2,2013-08-01,82,61,72.0,54,62.0, ,0.0,0.0,29.29,29.95,6.2,29,7.1,41.786,-87.752
2394,1,2013-08-02,84,62,73.0,63,67.0,RA BR,0.0,0.63,29.15,29.87,4.5,29,8.2,41.995,-87.933
2395,2,2013-08-02,86,65,76.0,62,66.0,RA,0.0,0.41,29.23,29.87,2.7,23,7.7,41.786,-87.752
2396,1,2013-08-03,81,64,73.0,55,62.0, ,0.0,0.0,29.33,30.03,5.8,2,6.8,41.995,-87.933
2397,2,2013-08-03,79,66,73.0,54,62.0, ,0.0,0.0,29.39,30.02,6.9,4,8.4,41.786,-87.752
2398,1,2013-08-04,75,60,68.0,56,61.0,RA,0.0,0.01,29.42,30.14,5.9,6,7.8,41.995,-87.933
2399,2,2013-08-04,74,60,67.0,55,61.0,RA,0.0,0.01,29.49,30.13,6.1,7,6.9,41.786,-87.752
2400,1,2013-08-05,75,58,67.0,59,62.0,RA,0.0,0.07,29.23,29.98,6.8,19,7.6,41.995,-87.933
2401,2,2013-08-05,76,63,70.0,56,61.0, ,0.0,0.02,29.29,29.98,7.1,18,7.9,41.786,-87.752
2402,1,2013-08-06,83,67,75.0,68,70.0, ,0.0,0.04,29.13,29.86,7.2,21,8.0,41.995,-87.933
2403,2,2013-08-06,85,68,77.0,65,69.0, ,0.0,0.0,29.21,29.85,8.7,21,9.4,41.786,-87.752
2404,1,2013-08-07,89,67,78.0,68,71.0, ,0.0,0.01,29.14,29.83,4.0,30,9.9,41.995,-87.933
2405,2,2013-08-07,91,70,81.0,67,71.0,BR,0.0,0.01,29.2,29.82,2.4,30,10.5,41.786,-87.752
2406,1,2013-08-08,78,65,72.0,56,62.0, ,0.0,0.0,29.26,29.98,8.6,5,9.3,41.995,-87.933
2407,2,2013-08-08,79,69,74.0,55,62.0, ,0.0,0.0,29.33,29.96,10.5,5,10.8,41.786,-87.752
2408,1,2013-08-09,82,59,71.0,60,65.0, ,0.0,0.01,29.28,29.98,4.7,27,5.3,41.995,-87.933
2409,2,2013-08-09,84,62,73.0,58,65.0, ,0.0,0.0,29.34,29.97,4.9,27,5.6,41.786,-87.752
2410,1,2013-08-10,81,64,73.0,57,67.0, ,0.0,0.0,29.315,30.08,5.3,5,6.5,41.995,-87.933
2411,2,2013-08-10,81,68,75.0,55,63.0, ,0.0,0.0,29.380000000000003,30.07,6.0,6,7.4,41.786,-87.752
2412,1,2013-08-11,81,60,71.0,61,67.0,RA,0.0,0.01,29.35,30.07,2.0,27,3.0,41.995,-87.933
2413,2,2013-08-11,84,63,74.0,57,64.0, ,0.0,0.01,29.42,30.06,4.0,24,5.4,41.786,-87.752
2414,1,2013-08-12,82,67,75.0,65,68.0,RA DZ,0.0,0.27,29.21,29.93,3.5,27,7.5,41.995,-87.933
2415,2,2013-08-12,85,69,77.0,63,72.0,RA,0.0,0.66,29.27,29.92,4.5,26,7.7,41.786,-87.752
2416,1,2013-08-13,70,58,64.0,52,58.0, ,0.0,0.0,29.37,30.07,8.7,3,9.6,41.995,-87.933
2417,2,2013-08-13,71,62,67.0,50,57.0, ,0.0,0.0,29.42,30.06,11.2,2,11.9,41.786,-87.752
2418,1,2013-08-14,72,56,64.0,50,56.0, ,0.0,0.0,29.44,30.16,3.9,4,7.1,41.995,-87.933
2419,2,2013-08-14,71,58,65.0,49,56.0, ,0.0,0.0,29.52,30.16,3.0,3,7.0,41.786,-87.752
2420,1,2013-08-15,75,55,65.0,53,58.0, ,0.0,0.0,29.4,30.13,4.2,24,4.9,41.995,-87.933
2421,2,2013-08-15,74,57,66.0,50,58.0, ,0.0,0.0,29.47,30.13,4.5,22,5.0,41.786,-87.752
2422,1,2013-08-16,82,55,69.0,52,60.0, ,0.0,0.0,29.44,30.15,2.8,4,5.2,41.995,-87.933
2423,2,2013-08-16,82,58,70.0,51,60.0, ,0.0,0.0,29.5,30.14,5.0,7,5.8,41.786,-87.752
2424,1,2013-08-17,81,57,69.0,56,62.0, ,0.0,0.0,29.47,30.19,5.7,8,6.4,41.995,-87.933
2425,2,2013-08-17,79,60,70.0,55,62.0, ,0.0,0.0,29.53,30.18,6.0,7,6.3,41.786,-87.752
2426,1,2013-08-18,81,59,70.0,57,63.0, ,0.0,0.0,29.41,30.14,3.7,8,4.8,41.995,-87.933
2427,2,2013-08-18,81,62,72.0,57,64.0, ,0.0,0.0,29.48,30.13,4.2,8,4.8,41.786,-87.752
2428,1,2013-08-19,85,57,71.0,60,65.0, ,0.0,0.0,29.34,30.07,5.1,25,5.3,41.995,-87.933
2429,2,2013-08-19,86,63,75.0,58,65.0,HZ,0.0,0.0,29.41,30.06,3.8,25,4.6,41.786,-87.752
2430,1,2013-08-20,88,66,77.0,62,68.0, ,0.0,0.0,29.34,30.06,7.7,22,8.0,41.995,-87.933
2431,2,2013-08-20,88,68,78.0,61,67.0, ,0.0,0.0,29.41,30.05,7.0,21,7.5,41.786,-87.752
2432,1,2013-08-21,90,68,79.0,65,70.0,RA,0.0,0.01,29.3,30.02,8.6,23,9.0,41.995,-87.933
2433,2,2013-08-21,91,70,81.0,64,70.0,RA,0.0,0.05,29.37,30.02,9.0,22,9.3,41.786,-87.752
2434,1,2013-08-22,78,68,73.0,67,69.0,RA,0.0,0.23,29.36,30.05,1.5,23,7.0,41.995,-87.933
2435,2,2013-08-22,78,67,73.0,66,68.0,RA,0.0,0.36,29.42,30.05,2.5,24,7.0,41.786,-87.752
2436,1,2013-08-23,82,62,72.0,55,63.0,BR,0.0,0.0,29.43,30.14,6.1,6,6.8,41.995,-87.933
2437,2,2013-08-23,81,64,73.0,55,63.0,BR,0.0,0.0,29.49,30.13,7.2,6,8.0,41.786,-87.752
2438,1,2013-08-24,86,60,73.0,59,65.0, ,0.0,0.0,29.49,30.2,5.3,17,6.1,41.995,-87.933
2439,2,2013-08-24,86,64,75.0,56,64.0, ,0.0,0.0,29.55,30.2,4.6,16,5.9,41.786,-87.752
2440,1,2013-08-25,89,65,77.0,62,68.0, ,0.0,0.0,29.46,30.18,9.2,22,9.6,41.995,-87.933
2441,2,2013-08-25,89,68,79.0,60,67.0, ,0.0,0.0,29.52,30.17,9.6,21,10.1,41.786,-87.752
2442,1,2013-08-26,92,70,81.0,68,72.0, ,0.0,0.0,29.34,30.06,9.0,24,9.4,41.995,-87.933
2443,2,2013-08-26,92,70,81.0,66,71.0, ,0.0,0.0,29.41,30.06,9.2,23,9.5,41.786,-87.752
2444,1,2013-08-27,96,77,87.0,70,75.0, ,0.0,0.0,29.18,29.9,11.7,24,12.0,41.995,-87.933
2445,2,2013-08-27,96,77,87.0,68,74.0, ,0.0,0.0,29.24,29.89,12.5,24,12.7,41.786,-87.752
2446,1,2013-08-28,83,71,77.0,69,72.0, ,0.0,0.0,29.26,29.95,6.9,3,9.3,41.995,-87.933
2447,2,2013-08-28,83,71,77.0,67,71.0,BR,0.0,0.0,29.32,29.94,5.8,36,8.7,41.786,-87.752
2448,1,2013-08-29,89,66,78.0,64,69.0,BR HZ,0.0,0.0,29.29,30.01,3.9,10,4.7,41.995,-87.933
2449,2,2013-08-29,87,69,78.0,65,69.0,FG BR HZ,0.0,0.0,29.36,30.0,4.2,10,4.6,41.786,-87.752
2450,1,2013-08-30,96,67,82.0,68,72.0,BR,0.0,0.36,29.13,29.86,4.4,26,8.3,41.995,-87.933
