,trap-date,trap,num-sqitos,ERRATICUS,PIPIENS,PIPIENSRESTUANS,RESTUANS,SALINARIUS,TARSALIS,TERRITANS,wnv,trap-lat,trap-long
7981,2011-09-23,T074,3,0,0,1,1,0,0,0,0,41.822536,-87.66634300000001
7983,2011-09-23,T079,2,0,0,1,0,0,0,0,0,41.766202,-87.562889
7984,2011-09-23,T080,4,0,0,1,1,0,0,0,0,41.754676,-87.612922
7986,2011-09-23,T083,1,0,0,0,1,0,0,0,0,41.754292,-87.590773
7987,2011-09-23,T089,2,0,0,1,0,0,0,0,0,41.723195000000004,-87.64997
7988,2011-09-23,T090,4,0,0,1,1,0,0,0,0,41.868077,-87.666901
7990,2011-09-23,T102,5,0,1,1,0,1,0,0,0,41.750498,-87.605294
7993,2011-09-23,T114,65,0,0,2,1,0,0,0,0,41.798697,-87.736812
7996,2011-09-23,T115,6,0,0,1,1,0,0,0,0,41.673408,-87.599862
7998,2011-09-23,T128,1,0,0,1,0,0,0,0,0,41.704572,-87.56566600000001
7999,2011-09-23,T135,4,0,0,1,0,0,0,0,0,41.662014,-87.72460799999999
8000,2011-09-23,T138,4,0,0,1,0,0,0,0,0,41.726465000000005,-87.585413
8001,2011-09-23,T145,3,0,0,1,0,0,0,0,0,41.878114000000004,-87.629798
8002,2011-09-23,T147,4,0,0,1,1,0,0,0,0,41.932094,-87.700117
8004,2011-09-23,T151,80,0,1,2,1,0,0,0,1,41.916265,-87.800515
8008,2011-09-23,T152,1,0,0,0,1,0,0,0,0,41.846075,-87.716277
8009,2011-09-23,T155,4,0,0,1,0,0,0,0,0,41.776156,-87.778927
8010,2011-09-23,T158,3,0,0,1,1,0,0,0,0,41.682587,-87.707973
8012,2011-09-23,T159,4,0,0,1,1,0,0,0,0,41.732984,-87.649642
8014,2011-09-23,T160,2,0,0,1,0,0,0,0,0,41.903002,-87.68826700000001
8015,2011-09-23,T209,2,0,0,1,0,0,0,0,0,41.740641,-87.546587
8016,2011-09-23,T212,3,0,0,1,1,0,0,0,0,41.680946,-87.535198
8018,2011-09-23,T218,24,0,1,1,1,0,0,0,1,41.948167,-87.730698
8021,2011-09-23,T220,1,0,0,1,0,0,0,0,0,41.963976,-87.69181
8022,2011-09-23,T222,2,0,0,1,1,0,0,0,0,41.925197999999995,-87.746381
8024,2011-09-23,T223,26,0,0,1,1,0,0,0,1,41.973845000000004,-87.805059
8026,2011-09-23,T225,2,0,0,1,0,0,0,0,0,41.743402,-87.731435
8027,2011-09-23,T226,3,0,1,0,1,0,0,0,0,41.793818,-87.654234
8029,2011-09-23,T227,10,0,0,1,1,0,0,0,0,41.728495,-87.60096300000001
8031,2011-09-23,T228,4,0,0,1,1,0,0,0,0,41.951865999999995,-87.72505699999999
8033,2011-09-23,T230,4,0,0,1,0,0,0,0,0,41.904194,-87.756155
8034,2011-09-23,T231,1,0,0,1,0,0,0,0,0,41.98728,-87.666066
8035,2011-09-23,T232,1,0,0,1,0,0,0,0,0,41.912563,-87.66805500000001
8036,2011-09-23,T233,13,0,0,1,1,0,0,0,0,42.009876,-87.807277
8038,2011-09-23,T235,2,0,0,1,0,0,0,0,0,41.776428,-87.627096
8039,2011-09-23,T238,10,0,1,1,0,0,0,0,0,41.753391,-87.707394
8041,2011-09-23,T900,122,0,0,5,4,0,0,0,0,41.974689,-87.890615
8050,2011-09-23,T903,9,0,1,1,1,0,0,0,0,41.957799,-87.930995
8053,2011-09-30,T002,1,0,0,0,1,0,0,0,0,41.95469,-87.800991
8054,2011-09-30,T003,2,0,0,1,0,0,0,0,0,41.964242,-87.757639
8055,2011-09-30,T013,24,0,1,1,1,0,0,0,0,41.923738,-87.785288
8058,2011-09-30,T017,1,0,0,1,0,0,0,0,0,41.960615999999995,-87.777189
8059,2011-09-30,T018,1,0,0,1,0,0,0,0,0,42.010412,-87.66214000000001
8060,2011-09-30,T027,1,0,0,1,0,0,0,0,0,41.984809000000006,-87.728492
8061,2011-09-30,T028,1,0,0,1,0,0,0,0,0,41.986921,-87.689778
8062,2011-09-30,T030,1,0,0,1,0,0,0,0,0,41.899229999999996,-87.716788
8063,2011-09-30,T031,14,0,1,1,1,0,0,0,0,41.801497999999995,-87.763416
8066,2011-09-30,T035,3,0,0,0,1,0,0,0,0,41.763733,-87.742302
8067,2011-09-30,T047,1,0,0,1,0,0,0,0,0,41.868142,-87.696269
8068,2011-09-30,T048,4,0,0,1,1,0,0,0,0,41.867108,-87.654224
8070,2011-09-30,T054,4,0,0,1,0,0,0,0,0,41.921965,-87.632085
8071,2011-09-30,T061,7,0,1,1,0,0,0,0,0,41.801179,-87.679447
8073,2011-09-30,T063,1,0,0,1,0,0,0,0,0,41.82561,-87.726549
8074,2011-09-30,T079,1,0,0,1,0,0,0,0,0,41.766202,-87.562889
8075,2011-09-30,T080,1,0,0,1,0,0,0,0,0,41.754676,-87.612922
8076,2011-09-30,T082,3,0,0,1,0,0,0,0,0,41.803422999999995,-87.642984
8077,2011-09-30,T083,1,0,0,0,1,0,0,0,0,41.754292,-87.590773
8078,2011-09-30,T102,1,0,0,1,0,0,0,0,0,41.750498,-87.605294
8079,2011-09-30,T115,1,0,0,1,0,0,0,0,0,41.673408,-87.599862
8080,2011-09-30,T138,1,0,0,0,1,0,0,0,0,41.726465000000005,-87.585413
8081,2011-09-30,T145,2,0,0,0,1,0,0,0,0,41.878114000000004,-87.629798
8082,2011-09-30,T151,8,0,0,1,1,1,0,0,0,41.916265,-87.800515
8085,2011-09-30,T155,1,0,0,0,1,0,0,0,0,41.776156,-87.778927
8086,2011-09-30,T160,1,0,0,1,0,0,0,0,0,41.903002,-87.68826700000001
8087,2011-09-30,T200,1,0,0,1,0,0,0,0,0,41.678618,-87.559308
8088,2011-09-30,T212,1,0,0,1,0,0,0,0,0,41.680946,-87.535198
8089,2011-09-30,T218,7,0,0,1,1,0,0,0,0,41.948167,-87.730698
8091,2011-09-30,T220,1,0,0,0,1,0,0,0,0,41.963976,-87.69181
8092,2011-09-30,T222,4,0,0,1,1,0,0,0,0,41.925197999999995,-87.746381
8094,2011-09-30,T223,7,0,0,1,1,0,0,0,0,41.973845000000004,-87.805059
8096,2011-09-30,T227,1,0,0,0,1,0,0,0,0,41.728495,-87.60096300000001
8097,2011-09-30,T231,2,0,0,1,0,0,0,0,0,41.98728,-87.666066
8098,2011-09-30,T232,2,0,0,0,1,0,0,0,0,41.912563,-87.66805500000001
8099,2011-09-30,T233,4,0,0,1,1,0,0,0,0,42.009876,-87.807277
8101,2011-09-30,T900,36,0,1,5,3,0,0,0,0,41.974689,-87.890615
8110,2011-09-30,T903,31,0,0,2,2,0,0,0,0,41.957799,-87.930995
8114,2013-06-07,T002,19,0,0,0,1,0,0,0,0,41.95469,-87.800991
8115,2013-06-07,T008,1,0,0,0,1,0,0,0,0,42.008314,-87.77792099999999
8116,2013-06-07,T009,16,0,0,1,1,0,0,0,0,41.992478000000006,-87.862995
8118,2013-06-07,T012,18,0,0,1,1,0,0,0,0,41.991429,-87.747113
8120,2013-06-07,T013,1,0,0,0,1,0,0,0,0,41.923738,-87.785288
8121,2013-06-07,T018,2,0,0,1,1,0,0,0,0,42.010412,-87.66214000000001
8123,2013-06-07,T027,1,0,0,1,0,0,0,0,0,41.984809000000006,-87.728492
8124,2013-06-07,T028,4,0,0,0,1,0,0,0,0,41.986921,-87.689778
8125,2013-06-07,T030,10,0,0,0,1,0,0,0,0,41.899229999999996,-87.716788
8126,2013-06-07,T031,1,0,0,0,1,0,0,0,0,41.801497999999995,-87.763416
8127,2013-06-07,T033,1,0,0,0,0,0,0,1,0,41.906638,-87.701431
8128,2013-06-07,T035,1,0,0,1,0,0,0,0,0,41.763733,-87.742302
8129,2013-06-07,T047,2,0,0,0,1,0,0,0,0,41.868142,-87.696269
8130,2013-06-07,T048,2,0,0,0,1,0,0,0,0,41.867108,-87.654224
8131,2013-06-07,T054,1,0,0,0,1,0,0,0,0,41.921965,-87.632085
8132,2013-06-07,T061,7,0,0,0,1,0,0,0,0,41.801179,-87.679447
8133,2013-06-07,T062,4,0,0,1,1,0,0,0,0,41.800737,-87.71188000000001
8135,2013-06-07,T066,5,0,0,0,1,0,0,0,0,41.77166,-87.703047
8136,2013-06-07,T069,2,0,0,1,0,0,0,0,0,41.768388,-87.678649
8137,2013-06-07,T073,3,0,0,1,1,0,0,0,0,41.773215,-87.60088
8139,2013-06-07,T074,3,0,0,1,1,0,0,0,0,41.822536,-87.66634300000001
8141,2013-06-07,T080,2,0,0,0,1,0,0,0,0,41.754676,-87.612922
8142,2013-06-07,T082,3,0,0,0,1,0,0,0,0,41.803422999999995,-87.642984
8143,2013-06-07,T083,2,0,0,1,1,0,0,0,0,41.754292,-87.590773
8145,2013-06-07,T089,3,0,0,1,1,0,0,0,0,41.723195000000004,-87.64997
8147,2013-06-07,T094,4,0,0,0,1,0,0,0,0,41.720848,-87.666014
8148,2013-06-07,T095,1,0,0,0,1,0,0,0,0,41.704336,-87.70373599999999
8149,2013-06-07,T099,1,0,0,0,1,0,0,0,0,41.733643,-87.55551
8150,2013-06-07,T102,4,0,0,0,1,0,0,0,0,41.750498,-87.605294
8151,2013-06-07,T115,1,0,0,0,1,0,0,0,0,41.673408,-87.599862
8152,2013-06-07,T128,5,0,0,0,1,0,0,0,0,41.704572,-87.56566600000001
8153,2013-06-07,T135,10,0,0,1,1,0,0,0,0,41.662014,-87.72460799999999
8155,2013-06-07,T138,2,0,0,1,0,0,0,0,0,41.726465000000005,-87.585413
8156,2013-06-07,T145,1,0,0,0,1,0,0,0,0,41.878114000000004,-87.629798
8157,2013-06-07,T151,7,0,0,0,1,0,0,0,0,41.916265,-87.800515
8158,2013-06-07,T152,1,0,0,0,1,0,0,0,0,41.846075,-87.716277
8159,2013-06-07,T155,1,0,0,1,0,0,0,0,0,41.776156,-87.778927
8160,2013-06-07,T158,6,0,0,0,1,0,0,0,0,41.682587,-87.707973
8161,2013-06-07,T159,4,0,0,1,0,0,0,0,0,41.732984,-87.649642
8162,2013-06-07,T209,5,0,0,1,1,0,0,0,0,41.740641,-87.546587
8164,2013-06-07,T212,4,0,0,0,1,0,0,0,0,41.680946,-87.535198
8165,2013-06-07,T223,2,0,0,0,1,0,0,0,0,41.973845000000004,-87.805059
8166,2013-06-07,T224,3,0,0,1,0,0,0,0,0,41.947227000000005,-87.67145699999999
8167,2013-06-07,T225,1,0,0,0,1,0,0,0,0,41.743402,-87.731435
8168,2013-06-07,T226,12,0,0,1,1,0,0,0,0,41.793818,-87.654234
8170,2013-06-07,T227,21,0,0,1,1,0,0,0,0,41.728495,-87.60096300000001
8172,2013-06-07,T228,5,0,0,1,1,0,0,0,0,41.951865999999995,-87.72505699999999
8174,2013-06-07,T230,3,0,0,1,1,0,0,0,0,41.904194,-87.756155
8176,2013-06-07,T233,1,0,0,1,0,0,0,0,0,42.009876,-87.807277
8177,2013-06-07,T235,1,0,0,1,0,0,0,0,0,41.776428,-87.627096
8178,2013-06-07,T236,6,0,0,0,1,0,0,0,0,41.994679,-87.770899
8179,2013-06-07,T900,102,0,0,4,6,0,0,0,0,41.974689,-87.890615
8189,2013-06-07,T903,32,0,0,1,1,0,0,0,0,41.957799,-87.930995
8191,2013-06-14,T002,314,0,0,2,6,0,0,0,0,41.95469,-87.800991
8199,2013-06-14,T003,3,0,0,0,1,0,0,0,0,41.964242,-87.757639
8200,2013-06-14,T008,35,0,0,0,1,0,0,0,0,42.008314,-87.77792099999999
8201,2013-06-14,T009,34,0,0,1,1,0,0,0,0,41.992478000000006,-87.862995
8203,2013-06-14,T011,1,0,0,1,0,0,0,0,0,41.944869,-87.832763
8204,2013-06-14,T012,22,0,0,1,1,0,0,0,0,41.991429,-87.747113
8206,2013-06-14,T013,5,0,0,1,1,0,0,0,0,41.923738,-87.785288
8208,2013-06-14,T017,4,0,0,0,1,0,0,0,0,41.960615999999995,-87.777189
8209,2013-06-14,T018,4,0,0,1,1,0,0,0,0,42.010412,-87.66214000000001
8211,2013-06-14,T027,7,0,0,1,1,0,0,0,0,41.984809000000006,-87.728492
8213,2013-06-14,T028,32,0,0,1,1,0,0,0,0,41.986921,-87.689778
8215,2013-06-14,T030,1,0,0,1,0,0,0,0,0,41.899229999999996,-87.716788
8216,2013-06-14,T031,13,0,0,0,1,0,0,0,0,41.801497999999995,-87.763416
8217,2013-06-14,T035,4,0,0,1,1,0,0,0,0,41.763733,-87.742302
8219,2013-06-14,T039,8,0,0,0,1,0,0,0,0,41.911823999999996,-87.726737
8220,2013-06-14,T043,3,0,0,1,0,0,0,0,0,41.857402,-87.694991
8221,2013-06-14,T046,1,0,0,1,0,0,0,0,0,41.891118,-87.65449100000001
8222,2013-06-14,T047,1,0,0,0,1,0,0,0,0,41.868142,-87.696269
8223,2013-06-14,T048,8,0,0,1,0,0,0,0,0,41.867108,-87.654224
8224,2013-06-14,T054,7,0,0,1,2,0,0,0,0,41.921965,-87.632085
8227,2013-06-14,T061,15,0,0,1,1,0,0,0,0,41.801179,-87.679447
8229,2013-06-14,T062,48,0,0,1,1,0,0,0,0,41.800737,-87.71188000000001
8231,2013-06-14,T063,18,0,0,1,1,0,0,0,0,41.82561,-87.726549
8233,2013-06-14,T065,7,0,0,1,1,0,0,0,0,41.778296999999995,-87.752411
8235,2013-06-14,T066,10,0,0,1,1,0,0,0,0,41.77166,-87.703047
8237,2013-06-14,T073,18,0,0,1,1,0,0,0,0,41.773215,-87.60088
8239,2013-06-14,T079,14,0,0,1,0,0,0,0,0,41.766202,-87.562889
8240,2013-06-14,T082,8,0,0,1,0,0,0,0,0,41.803422999999995,-87.642984
8241,2013-06-14,T083,6,0,0,0,1,0,0,0,0,41.754292,-87.590773
8242,2013-06-14,T089,7,0,0,0,1,0,0,0,0,41.723195000000004,-87.64997
8243,2013-06-14,T090,13,0,0,0,1,0,0,0,0,41.868077,-87.666901
8244,2013-06-14,T094,67,0,0,1,2,0,0,0,0,41.720848,-87.666014
8247,2013-06-14,T095,2,0,0,0,1,0,0,0,0,41.704336,-87.70373599999999
8248,2013-06-14,T102,45,0,0,1,1,0,0,0,0,41.750498,-87.605294
8250,2013-06-14,T114,12,0,0,1,0,0,0,0,0,41.798697,-87.736812
8251,2013-06-14,T115,65,0,0,1,1,0,0,0,0,41.673408,-87.599862
8253,2013-06-14,T128,5,0,0,1,1,0,0,0,0,41.704572,-87.56566600000001
8255,2013-06-14,T135,30,0,0,1,1,0,0,0,0,41.662014,-87.72460799999999
8257,2013-06-14,T138,14,0,0,1,1,0,0,0,0,41.726465000000005,-87.585413
8259,2013-06-14,T145,6,0,0,1,1,0,0,0,0,41.878114000000004,-87.629798
8261,2013-06-14,T147,9,0,0,0,1,0,0,0,0,41.932094,-87.700117
8262,2013-06-14,T151,11,0,0,1,1,0,0,0,0,41.916265,-87.800515
8264,2013-06-14,T152,1,0,0,0,1,0,0,0,0,41.846075,-87.716277
8265,2013-06-14,T155,18,0,0,1,1,0,0,0,0,41.776156,-87.778927
8267,2013-06-14,T158,59,0,0,1,1,0,0,0,0,41.682587,-87.707973
8269,2013-06-14,T159,4,0,0,1,1,0,0,0,0,41.732984,-87.649642
8271,2013-06-14,T209,16,0,0,1,1,0,0,0,0,41.740641,-87.546587
8273,2013-06-14,T212,8,0,0,1,1,0,0,0,0,41.680946,-87.535198
8275,2013-06-14,T220,1,0,0,0,1,0,0,0,0,41.963976,-87.69181
8276,2013-06-14,T221,3,0,0,1,1,0,0,0,0,41.659112,-87.53869300000001
8278,2013-06-14,T222,7,0,0,1,1,0,0,0,0,41.925197999999995,-87.746381
8280,2013-06-14,T223,29,0,0,1,1,0,0,0,0,41.973845000000004,-87.805059
8282,2013-06-14,T224,14,0,0,1,0,0,0,0,0,41.947227000000005,-87.67145699999999
8283,2013-06-14,T225,8,0,0,0,1,0,0,0,0,41.743402,-87.731435
8284,2013-06-14,T227,37,0,0,1,1,0,0,0,0,41.728495,-87.60096300000001
8286,2013-06-14,T228,43,0,0,1,1,0,0,0,0,41.951865999999995,-87.72505699999999
8288,2013-06-14,T230,16,0,0,1,1,0,0,0,0,41.904194,-87.756155
8290,2013-06-14,T231,2,0,0,1,0,0,0,0,0,41.98728,-87.666066
8291,2013-06-14,T232,1,0,0,0,1,0,0,0,0,41.912563,-87.66805500000001
8292,2013-06-14,T233,19,0,0,1,1,0,0,0,0,42.009876,-87.807277
8294,2013-06-14,T236,22,0,0,1,1,0,0,0,0,41.994679,-87.770899
8296,2013-06-14,T900,416,0,0,4,11,0,0,0,0,41.974689,-87.890615
8311,2013-06-14,T903,9,0,0,0,1,0,0,0,0,41.957799,-87.930995
8312,2013-06-21,T002,19,0,0,0,1,0,0,0,0,41.95469,-87.800991
8313,2013-06-21,T003,3,0,0,0,1,0,0,0,0,41.964242,-87.757639
8314,2013-06-21,T008,8,0,0,1,1,0,0,0,0,42.008314,-87.77792099999999
8316,2013-06-21,T009,32,0,0,0,1,0,0,0,0,41.992478000000006,-87.862995
8317,2013-06-21,T011,8,0,0,1,1,0,0,0,0,41.944869,-87.832763
8319,2013-06-21,T012,5,0,0,1,1,0,0,0,0,41.991429,-87.747113
8321,2013-06-21,T013,10,0,0,1,1,0,0,0,0,41.923738,-87.785288
8323,2013-06-21,T017,1,0,0,0,1,0,0,0,0,41.960615999999995,-87.777189
8324,2013-06-21,T018,7,0,0,1,1,0,0,0,0,42.010412,-87.66214000000001
8326,2013-06-21,T027,2,0,0,1,1,0,0,0,0,41.984809000000006,-87.728492
8328,2013-06-21,T028,3,0,0,0,1,0,0,0,0,41.986921,-87.689778
8329,2013-06-21,T030,58,0,0,0,2,0,0,0,0,41.899229999999996,-87.716788
8331,2013-06-21,T031,13,0,0,1,0,0,0,0,0,41.801497999999995,-87.763416
8332,2013-06-21,T033,1,0,0,0,1,0,0,0,0,41.906638,-87.701431
8333,2013-06-21,T035,10,0,0,0,1,0,0,0,0,41.763733,-87.742302
8334,2013-06-21,T046,1,0,0,1,0,0,0,0,0,41.891118,-87.65449100000001
8335,2013-06-21,T047,11,0,0,1,1,0,0,0,0,41.868142,-87.696269
8337,2013-06-21,T048,10,0,0,1,1,0,0,0,0,41.867108,-87.654224
8339,2013-06-21,T049,3,0,0,1,0,0,0,0,0,41.896282,-87.655232
8340,2013-06-21,T054,6,0,0,1,1,0,0,0,0,41.921965,-87.632085
8342,2013-06-21,T061,6,0,0,1,0,0,0,0,0,41.801179,-87.679447
8343,2013-06-21,T062,15,0,0,1,1,0,0,0,0,41.800737,-87.71188000000001
8345,2013-06-21,T063,16,0,0,0,1,0,0,0,0,41.82561,-87.726549
8346,2013-06-21,T065,19,0,0,1,1,0,0,0,0,41.778296999999995,-87.752411
8348,2013-06-21,T066,24,0,0,1,1,0,0,0,0,41.77166,-87.703047
8350,2013-06-21,T069,1,0,0,0,1,0,0,0,0,41.768388,-87.678649
8351,2013-06-21,T073,32,0,0,0,1,0,0,0,0,41.773215,-87.60088
8352,2013-06-21,T074,6,0,0,1,1,0,0,0,0,41.822536,-87.66634300000001
8354,2013-06-21,T077,5,0,0,0,1,0,0,0,0,41.778748,-87.586427
8355,2013-06-21,T079,19,0,0,1,1,0,0,0,0,41.766202,-87.562889
8357,2013-06-21,T080,6,0,0,0,1,0,0,0,0,41.754676,-87.612922
8358,2013-06-21,T082,10,0,0,1,0,0,0,0,0,41.803422999999995,-87.642984
8359,2013-06-21,T089,26,0,0,1,1,0,0,0,0,41.723195000000004,-87.64997
8361,2013-06-21,T090,2,0,0,1,0,0,0,0,0,41.868077,-87.666901
8362,2013-06-21,T094,167,0,0,1,3,0,0,0,0,41.720848,-87.666014
8366,2013-06-21,T095,23,0,0,1,1,0,0,0,0,41.704336,-87.70373599999999
8368,2013-06-21,T099,3,0,0,1,0,0,0,0,0,41.733643,-87.55551
8369,2013-06-21,T102,8,0,0,1,1,0,0,0,0,41.750498,-87.605294
8371,2013-06-21,T114,90,0,0,1,1,0,0,0,0,41.798697,-87.736812
8373,2013-06-21,T115,11,0,0,1,1,0,0,0,0,41.673408,-87.599862
8375,2013-06-21,T128,4,0,0,1,0,0,0,0,0,41.704572,-87.56566600000001
8376,2013-06-21,T135,20,0,0,1,1,0,0,0,0,41.662014,-87.72460799999999
8378,2013-06-21,T145,1,0,0,0,1,0,0,0,0,41.878114000000004,-87.629798
8379,2013-06-21,T147,1,0,0,0,1,0,0,0,0,41.932094,-87.700117
8380,2013-06-21,T151,27,0,0,0,1,0,0,0,0,41.916265,-87.800515
8381,2013-06-21,T152,6,0,0,0,1,0,0,0,0,41.846075,-87.716277
8382,2013-06-21,T155,13,0,0,1,1,0,0,0,0,41.776156,-87.778927
8384,2013-06-21,T158,24,0,0,1,1,0,0,0,0,41.682587,-87.707973
8386,2013-06-21,T159,15,0,0,0,1,0,0,0,0,41.732984,-87.649642
8387,2013-06-21,T209,7,0,0,1,1,0,0,0,0,41.740641,-87.546587
8389,2013-06-21,T212,8,0,0,1,1,0,0,0,0,41.680946,-87.535198
8391,2013-06-21,T221,8,0,0,1,0,0,0,0,0,41.659112,-87.53869300000001
8392,2013-06-21,T223,9,0,0,1,1,0,0,0,0,41.973845000000004,-87.805059
8394,2013-06-21,T224,4,0,0,0,1,0,0,0,0,41.947227000000005,-87.67145699999999
8395,2013-06-21,T225,24,0,0,1,1,0,0,0,0,41.743402,-87.731435
8397,2013-06-21,T226,53,0,0,1,1,0,0,0,0,41.793818,-87.654234
8399,2013-06-21,T227,92,0,0,2,1,0,0,0,0,41.728495,-87.60096300000001
8402,2013-06-21,T228,8,0,0,1,1,0,0,0,0,41.951865999999995,-87.72505699999999
8404,2013-06-21,T230,5,0,0,0,1,0,0,0,0,41.904194,-87.756155
8405,2013-06-21,T231,5,0,0,1,1,0,0,0,0,41.98728,-87.666066
8407,2013-06-21,T232,5,0,0,1,1,0,0,0,0,41.912563,-87.66805500000001
8409,2013-06-21,T233,2,0,0,1,1,0,0,0,0,42.009876,-87.807277
8411,2013-06-21,T235,6,0,0,1,1,0,0,0,0,41.776428,-87.627096
8413,2013-06-21,T236,4,0,0,1,1,0,0,0,0,41.994679,-87.770899
8415,2013-06-21,T900,258,0,0,3,8,0,0,0,0,41.974689,-87.890615
8426,2013-06-21,T903,10,0,0,1,1,0,0,0,0,41.957799,-87.930995
8428,2013-06-27,T002,19,0,0,1,1,0,0,0,0,41.95469,-87.800991
8430,2013-06-27,T003,20,0,0,1,1,0,0,0,0,41.964242,-87.757639
8432,2013-06-27,T008,2,0,0,1,0,0,0,0,0,42.008314,-87.77792099999999
8433,2013-06-27,T009,19,0,0,1,1,0,0,0,0,41.992478000000006,-87.862995
8435,2013-06-27,T011,2,0,0,1,1,0,0,0,0,41.944869,-87.832763
8437,2013-06-27,T012,16,0,0,1,1,0,0,0,0,41.991429,-87.747113
8439,2013-06-27,T013,10,0,0,1,1,0,0,0,0,41.923738,-87.785288
8441,2013-06-27,T017,2,0,0,1,0,0,0,0,0,41.960615999999995,-87.777189
8442,2013-06-27,T018,3,0,0,1,1,0,0,0,0,42.010412,-87.66214000000001
8444,2013-06-27,T027,3,0,0,0,1,0,0,0,0,41.984809000000006,-87.728492
8445,2013-06-27,T028,4,0,0,1,1,0,0,0,0,41.986921,-87.689778
8447,2013-06-27,T030,3,0,0,0,1,0,0,0,0,41.899229999999996,-87.716788
8448,2013-06-27,T031,9,0,0,1,0,0,0,0,0,41.801497999999995,-87.763416
8449,2013-06-27,T033,3,0,0,1,0,0,0,0,0,41.906638,-87.701431
8450,2013-06-27,T043,1,0,0,1,0,0,0,0,0,41.857402,-87.694991
8451,2013-06-27,T046,6,0,0,1,1,0,0,0,0,41.891118,-87.65449100000001
8453,2013-06-27,T047,3,0,0,1,1,0,0,0,0,41.868142,-87.696269
8455,2013-06-27,T048,15,0,0,1,1,0,0,0,0,41.867108,-87.654224
8457,2013-06-27,T049,1,0,0,1,0,0,0,0,0,41.896282,-87.655232
8458,2013-06-27,T054,2,0,0,1,0,0,0,0,0,41.921965,-87.632085
8459,2013-06-27,T061,25,0,0,1,1,0,0,0,0,41.801179,-87.679447
8461,2013-06-27,T062,36,0,0,1,1,0,0,0,0,41.800737,-87.71188000000001
8463,2013-06-27,T065,11,0,0,1,0,0,0,0,0,41.778296999999995,-87.752411
8464,2013-06-27,T066,5,0,0,1,1,0,0,0,0,41.77166,-87.703047
8466,2013-06-27,T069,3,0,0,1,0,0,0,0,0,41.768388,-87.678649
8467,2013-06-27,T114,9,0,0,1,1,0,0,0,0,41.798697,-87.736812
8469,2013-06-27,T147,7,0,0,1,1,0,0,0,0,41.932094,-87.700117
8471,2013-06-27,T151,86,0,0,2,1,0,0,0,0,41.916265,-87.800515
8474,2013-06-27,T152,11,0,0,1,1,0,0,0,0,41.846075,-87.716277
8476,2013-06-27,T155,20,0,0,1,1,0,0,0,0,41.776156,-87.778927
8478,2013-06-27,T220,1,0,0,0,1,0,0,0,0,41.963976,-87.69181
8479,2013-06-27,T222,3,0,0,1,0,0,0,0,0,41.925197999999995,-87.746381
8480,2013-06-27,T223,11,0,0,1,1,0,0,0,0,41.973845000000004,-87.805059
8482,2013-06-27,T228,51,0,0,1,1,0,0,0,0,41.951865999999995,-87.72505699999999
8484,2013-06-27,T230,10,0,0,1,1,0,0,0,0,41.904194,-87.756155
8486,2013-06-27,T231,2,0,0,1,0,0,0,0,0,41.98728,-87.666066
8487,2013-06-27,T232,1,0,0,0,1,0,0,0,0,41.912563,-87.66805500000001
8488,2013-06-27,T233,4,0,0,1,1,0,0,0,0,42.009876,-87.807277
8490,2013-06-28,T035,4,0,0,1,1,0,0,0,0,41.763733,-87.742302
8492,2013-06-28,T063,5,0,0,0,1,0,0,0,0,41.82561,-87.726549
8493,2013-06-28,T073,54,0,0,1,1,0,0,0,0,41.773215,-87.60088
8495,2013-06-28,T074,12,0,0,1,1,0,0,0,0,41.822536,-87.66634300000001
8497,2013-06-28,T077,1,0,0,1,0,0,0,0,0,41.778748,-87.586427
8498,2013-06-28,T079,6,0,0,1,1,0,0,0,0,41.766202,-87.562889
8500,2013-06-28,T080,6,0,0,1,0,0,0,0,0,41.754676,-87.612922
8501,2013-06-28,T082,2,0,0,0,1,0,0,0,0,41.803422999999995,-87.642984
8502,2013-06-28,T083,8,0,0,1,1,0,0,0,0,41.754292,-87.590773
8504,2013-06-28,T089,10,0,0,1,1,0,0,0,0,41.723195000000004,-87.64997
8506,2013-06-28,T090,16,0,0,1,0,0,0,0,0,41.868077,-87.666901
8507,2013-06-28,T094,38,0,0,1,0,0,0,0,1,41.720848,-87.666014
8508,2013-06-28,T095,8,0,0,1,0,0,0,0,0,41.704336,-87.70373599999999
8509,2013-06-28,T099,3,0,0,0,1,0,0,0,0,41.733643,-87.55551
8510,2013-06-28,T102,28,0,0,1,1,0,0,0,0,41.750498,-87.605294
8512,2013-06-28,T115,57,0,0,2,1,0,0,0,0,41.673408,-87.599862
8515,2013-06-28,T128,3,0,0,1,0,0,0,0,0,41.704572,-87.56566600000001
8516,2013-06-28,T135,58,0,0,2,1,0,0,0,0,41.662014,-87.72460799999999
8519,2013-06-28,T158,247,0,0,5,1,0,0,0,0,41.682587,-87.707973
8525,2013-06-28,T159,13,0,0,1,1,0,0,0,0,41.732984,-87.649642
8527,2013-06-28,T209,8,0,0,1,1,0,0,0,0,41.740641,-87.546587
8529,2013-06-28,T212,9,0,0,1,1,0,0,0,0,41.680946,-87.535198
8531,2013-06-28,T221,41,0,0,1,1,0,0,0,0,41.659112,-87.53869300000001
8533,2013-06-28,T226,4,0,0,1,1,0,0,0,0,41.793818,-87.654234
8535,2013-06-28,T227,95,0,0,2,1,0,0,0,0,41.728495,-87.60096300000001
8538,2013-06-28,T235,10,0,0,1,1,0,0,0,0,41.776428,-87.627096
